GENE	P
KCTD14,NDUFC2-KCTD14	1
KCTD21	1
KDELC2	1
KDM2A	1
KDM4E	1
KIAA1377	1
KIAA1549L	1
KIRREL3	1
KLHL35	1
KMT2A	1
KRTAP5-6	1
LAMTOR1	1
LAYN	1
LBHD1	1
LDHA	1
LDHAL6A	1
LDHC	1
LDLRAD3	1
LGALS12	1
LGR4	1
LIN7C	1
LMNTD2	1
LMO1	1
LMO2	1
LPXN	1
LRRC32	1
LRRC4C	1
LRRC55	1
LRTOMT	1
LSP1	1
LTBP3	1
LYVE1	1
MACROD1	1
MADD	1
MAML2	1
MAP3K11	1
MAP4K2	1
MAP6	1
MAPK8IP1	1
MARK2	1
MCAM	1
MED17	1
MED19	1
MEN1	1
METTL12	1
METTL15	1
MICAL2	1
MMP1	1
MMP10	1
MMP13	1
MMP26	1
MMP7	1
MOB2	1
MPPED2	1
MPZL2	1
MPZL3	1
MRE11A	1
MRGPRD	1
MRGPRG	1
MRGPRX1	1
MRGPRX3	1
MRPL11	1
MRPL16	1
MRPL17	1
MRPL21	1
MRPL48	1
MRPL49	1
MS4A1	1
MS4A10	1
MS4A2	1
MS4A3	1
MS4A5	1
MS4A6A;MS4A6A	1
MS4A6E	1
MS4A7	1
MS4A8	1
MSANTD2	1
MSANTD4	1
MTA2	1
MTL5	1
MTMR2	1
MTNR1B	1
MUC2	1
MUC6	1
MYEOV	1
MYOD1	1
MYRF	1
NAA40	1
NAALAD2	1
NAALADL1	1
NAP1L4	1
NARS2	1
NAT10	1
NCAM1	1
NCAPD3	1
NDUFC2,NDUFC2-KCTD14	1
NDUFS8	1
NDUFV1	1
NELL1	1
NEU3	1
NFRKB	1
NLRP10	1
NNMT	1
NOX4	1
NPAS4	1
NR1H3	1
NRIP3	1
NRXN2	1
NTM	1
NUDT22	1
NUDT8	1
NUMA1	1
NUP98	1
NXF1	1
NXPE2	1
ODF3	1
OLFML1	1
OMP	1
OOSP2	1
OPCML	1
OR10A3	1
OR10A5	1
OR10AG1	1
OR10G4	1
OR10G7	1
OR10G8	1
OR10G9	1
OR10Q1	1
OR10V1	1
OR10W1	1
OR1S1	1
OR1S2	1
OR2AG1	1
OR2AT4	1
OR4A47	1
OR4A5	1
OR4C12	1
OR4C13	1
OR4C15	1
OR4C3	1
OR4C46	1
OR4D10	1
OR4D11	1
OR4D5	1
OR4D9	1
OR4S1	1
OR4X2	1
OR51A7	1
OR51E1	1
OR51E2	1
OR51F2	1
OR51I2	1
OR51M1	1
OR51T1	1
OR52A1	1
OR52A5	1
OR52B2	1
OR52B4	1
OR52E8	1
OR52I1	1
OR52I2	1
OR52K2	1
OR52M1	1
OR52W1	1
OR56A1	1
OR56A5	1
OR56B1	1
OR5AP2	1
OR5AR1	1
OR5AS1	1
OR5B12	1
OR5B2	1
OR5B21	1
OR5D13	1
OR5D14	1
OR5D16	1
OR5D18	1
OR5F1	1
OR5I1	1
OR5J2	1
OR5L1	1
OR5L2	1
OR5M1	1
OR5M10	1
OR5M11	1
OR5M3	1
OR5M8	1
OR5M9	1
OR5P2	1
OR5P3	1
OR5T1	1
OR5T3	1
OR5W2	1
OR6T1	1
OR8B12	1
OR8B2	1
OR8B3	1
OR8B4	1
OR8B8	1
OR8D2	1
OR8G5	1
OR8H2	1
OR8H3	1
OR8I2	1
OR8J1	1
OR8J3	1
OR8K3	1
OR8K5	1
OR9G1,OR9G9	1
OR9G4	1
OR9I1	1
OR9Q1	1
OR9Q2	1
ORAOV1	1
OSBP	1
OSBPL5	1
OVOL1	1
P2RY6	1
P4HA3	1
PAAF1	1
PACS1	1
PACSIN3	1
PAFAH1B2	1
PAMR1	1
PANX3	1
PARVA	1
PATE1	1
PATE2	1
PATE3	1
PATE4	1
PATL1	1
PC	1
PCF11	1
PCSK7	1
PDDC1	1
PDE3B	1
PDGFD	1
PELI3	1
PEX16	1
PGAP2	1
PHF21A	1
PHLDB1	1
PHRF1	1
PICALM	1
PIH1D2	1
PIK3C2A	1
PITPNM1	1
PIWIL4	1
PKNOX2	1
PKP3	1
PLA2G16	1
PLCB3	1
PLEKHA7	1
PLEKHB1	1
PNPLA2	1
POLD3	1
POLD4	1
POU2AF1	1
PPFIBP2	1
PPME1	1
PPP1R32	1
PPP2R1B	1
PPP2R5B	1
PPP6R3	1
PRCP	1
PRDM11	1
PRDX5	1
PRG3	1
PRKRIR	1
PRMT3	1
PRR5L	1
PRRG4	1
PRSS23	1
PSMD13	1
PTDSS2	1
PTGDR2	1
PTH	1
PTPMT1	1
PTPN5	1
PTPRCAP	1
PTPRJ	1
PTS	1
PVRL1	1
PYGM	1
QSER1	1
RAB30	1
RAB38	1
RAB3IL1	1
RAB6A	1
RAD9A	1
RAG2	1
RAPSN	1
RARRES3	1
RASGRP2	1
RASSF10	1
RASSF7	1
RBM14	1
RBM14-RBM4,RBM4	1
RBM4B	1
RBMXL2	1
RCN1	1
RDX	1
RELA	1
RELT	1
REXO2	1
RHOD	1
RHOG	1
RIC3	1
RIC8A	1
RIN1	1
RNASEH2C	1
RNF141	1
RNF169	1
RNF214	1
RNF26	1
RNH1	1
ROBO3	1
ROBO4	1
ROM1	1
RPLP2	1
RPS3	1
RPS6KA4	1
RPS6KB2	1
RPUSD4	1
RRM1	1
RRP8	1
RTN3	1
RTN4RL2	1
SAA1	1
SAA2	1
SAA2-SAA4,SAA4	1
SAAL1	1
SAC3D1	1
SART1	1
SC5D	1
SCGB1C1,SCGB1C2	1
SCGB1D1	1
SCGB1D2	1
SCGB1D4	1
SCGB2A1	1
SCGB2A2	1
SCN2B	1
SCN3B	1
SCN4B	1
SCUBE2	1
SCYL1	1
SDHAF2	1
SDHD	1
SERGEF	1
SERPING1	1
SERPINH1	1
SESN3	1
SF1	1
SF3B2	1
SHANK2	1
SIAE	1
SIDT2	1
SIGIRR	1
SIK2	1
SIPA1	1
SLC15A3	1
SLC17A6	1
SLC1A2	1
SLC22A11	1
SLC22A12	1
SLC22A24	1
SLC22A6	1
SLC22A8	1
SLC22A9	1
SLC25A22	1
SLC25A45	1
SLC29A2	1
SLC35F2	1
SLC36A4	1
SLC37A4	1
SLC39A13	1
SLC3A2	1
SLC43A1	1
SLC43A3	1
SLC5A12	1
SLC6A5	1
SLCO2B1	1
SNX15	1
SNX32	1
SORL1	1
SOX6	1
SPA17	1
SPDYC	1
SPI1	1
SPTBN2	1
SPTY2D1	1
SRPR	1
SSH3	1
SSRP1	1
SSSCA1	1
ST14	1
ST3GAL4	1
STARD10	1
STIM1	1
STIP1	1
STK33	1
STT3A	1
STX3	1
STX5	1
SUV420H1	1
SYT12	1
SYT13	1
SYT8	1
SYT9	1
SYTL2	1
SYVN1	1
TAF10	1
TAF1D	1
TAF6L	1
TAGLN	1
TALDO1	1
TBC1D10C	1
TBCEL	1
TBRG1	1
TBX10	1
TCN1	1
TCP11L1	1
TEAD1	1
TENM4	1
TEX12	1
TEX40	1
TH	1
THRSP	1
THYN1	1
TIGD3	1
TIMM10	1
TIMM10B	1
TIRAP	1
TMEM109	1
TMEM123	1
TMEM126A	1
TMEM126B	1
TMEM133	1
TMEM134	1
TMEM135	1
TMEM136	1
TMEM138	1
TMEM151A	1
TMEM179B	1
TMEM216	1
TMEM218	1
TMEM223	1
TMEM25	1
TMEM258	1
TMEM41B	1
TMEM45B	1
TMEM80	1
TMEM86A	1
TMPRSS13	1
TMPRSS4	1
TMX2	1
TNKS1BP1	1
TNNI2	1
TNNT3	1
TOLLIP	1
TP53I11	1
TPH1	1
TPP1	1
TRAF6	1
TRAPPC4	1
TRIM21	1
TRIM29	1
TRIM34	1
TRIM34,TRIM6-TRIM34	1
TRIM51	1
TRIM6	1
TRIM6,TRIM6-TRIM34	1
TRIM68	1
TRIM77	1
TSG101	1
TSKU	1
TSPAN18	1
TSPAN32	1
TSPAN4	1
TSSC4	1
TTC17	1
TTC36	1
TUB	1
TUT1	1
UBASH3B	1
UBE2L6	1
UBE4A	1
UBXN1	1
UCP3	1
UEVLD	1
UPK2	1
UQCC3	1
USP28	1
USP35	1
UVRAG	1
VEGFB	1
VPS51	1
VSIG2	1
VSTM5	1
VWA5A	1
VWCE	1
WDR74	1
WEE1	1
WNT11	1
WT1	1
YAP1	1
YIF1A	1
ZBED5	1
ZBTB16	1
ZBTB3	1
ZBTB44	1
ZC3H12C	1
ZDHHC24	1
ZDHHC5	1
ZFPL1	1
ZNF143	1
ZNF195	1
ZNF202	1
ZNF408	1
ZNHIT2	1
ZP1	1
ZPR1	1
ZW10	1
AAAS	1
AACS	1
ABCB9	1
ABCC9	1
ABCD2	1
ACAD10	1
ACRBP	1
ACSM4	1
ACSS3	1
ACTR6	1
ACVRL1	1
ADAMTS20	1
ADCY6	1
ADIPOR2	1
AGAP2	1
AICDA	1
ALDH1L2	1
ALDH2	1
ALG10B	1
ALKBH2	1
ALX1	1
AMDHD1	1
AMHR2	1
AMIGO2	1
ANAPC5	1
ANAPC7	1
ANHX	1
ANKRD13A	1
ANKRD52	1
ANKS1B	1
ANO4	1
ANO6	1
ANP32D	1
APAF1	1
APOBEC1	1
APOF	1
APOLD1	1
APPL2	1
AQP2	1
AQP5	1
AQP6	1
ARHGDIB	1
ARID2	1
ARL1	1
ARL6IP4	1
ARPC3	1
ASB8	1
ASCL4	1
ASUN	1
ATF1	1
ATF7	1
ATN1	1
ATP2A2	1
ATP2B1	1
ATP5B	1
ATP5G2	1
ATP6V0A2	1
ATXN2	1
AVIL	1
AVPR1A	1
B4GALNT1	1
B4GALNT3	1
BAZ2A	1
BBS10	1
BCAT1	1
BCDIN3D	1
BCL2L14	1
BCL7A	1
BEST3	1
BHLHE41	1
BICD1	1
BIN2	1
BLOC1S1	1
BRAP	1
BRI3BP	1
BTG1	1
C12orf10	1
C12orf29	1
C12orf4	1
C12orf40	1
C12orf42	1
C12orf43	1
C12orf45	1
C12orf49	1
C12orf5	1
C12orf50	1
C12orf56	1
C12orf57	1
C12orf60	1
C12orf65	1
C12orf66	1
C12orf73	1
C12orf74	1
C12orf77	1
C1QL4	1
C1RL	1
C2CD5	1
C3AR1	1
CABP1	1
CACNA2D4	1
CACNB3	1
CALCOCO1	1
CAND1	1
CAPZA3	1
CCDC184	1
CCDC38	1
CCDC42B	1
CCDC59	1
CCDC60	1
CCDC62	1
CCDC63	1
CCDC64	1
CCDC92	1
CCER1	1
CCND2	1
CCNT1	1
CCT2	1
CD163	1
CD163L1	1
CD27	1
CD4	1
CD63	1
CD69	1
CD9	1
CDCA3	1
CDK17	1
CDK2	1
CDK4	1
CDKN1B	1
CEP290	1
CEP83	1
CHD4	1
CHFR	1
CHST11	1
CIT	1
CKAP4	1
CLEC12B	1
CLEC1A	1
CLEC2B	1
CLEC4A	1
CLEC4D	1
CLEC4E	1
CLEC6A	1
CLEC7A	1
CLEC9A	1
CLECL1	1
CLLU1	1
CLLU1OS	1
CLSTN3	1
CMAS	1
CMKLR1	1
CNOT2	1
CNTN1	1
COPS7A	1
COPZ1	1
COQ5	1
CORO1C	1
COX14	1
COX6A1	1
CPM	1
CRADD	1
CRY1	1
CS	1
CSAD	1
CSRNP2	1
CSRP2	1
CUX2	1
CYP27B1	1
DAO	1
DAZAP2,SMAGP	1
DCD	1
DCN	1
DCP1B	1
DCTN2	1
DDIT3	1
DDX11	1
DDX23	1
DDX47	1
DDX54	1
DDX55	1
DENR	1
DGKA	1
DIABLO	1
DIP2B	1
DNAJC14	1
DNAJC22	1
DNM1L	1
DPPA3	1
DPY19L2	1
DTX1	1
DTX3	1
DUSP16	1
DYRK2	1
DYRK4	1
E2F7	1
EID3	1
EIF4B	1
ELK3	1
EMP1	1
ENDOU	1
ENO2	1
EPS8	1
EPYC	1
ERBB3	1
ERC1	1
ERGIC2	1
ERP27	1
ERP29	1
ESYT1	1
ETNK1	1
ETV6	1
FAIM2	1
FAM101A,ZNF664-FAM101A	1
FAM109A	1
FAM186B	1
FAM19A2	1
FAM216A	1
FAM222A	1
FAR2	1
FBRSL1	1
FBXL14	1
FBXW8	1
FGD4	1
FGD6	1
FGF23	1
FICD	1
FIGNL2	1
FKBP11	1
FMNL3	1
FOXJ2	1
FOXM1	1
FOXN4	1
FZD10	1
GALNT4	1
GALNT6	1
GAPDH	1
GAS2L3	1
GCN1L1	1
GDF11	1
GDF3	1
GIT2	1
GLIPR1	1
GLIPR1L1	1
GLIPR1L2	1
GLS2	1
GLT1D1	1
GLT8D2	1
GLTP	1
GNB3	1
GNPTAB	1
GOLT1B	1
GPD1	1
GPN3	1
GPR133	1
GPR162	1
GPR182	1
GPR19	1
GPR84	1
GPRC5A	1
GPRC5D	1
GRASP	1
GRIN2B	1
GRIP1	1
GSG1	1
GTF2H3	1
GTSF1	1
GUCY2C	1
GXYLT1	1
GYS2	1
H3F3C	1
HAL	1
HCAR1	1
HCAR3	1
HCFC2	1
HDAC7	1
HEBP1	1
HECTD4	1
HIGD1C	1
HIP1R	1
HMGA2	1
HNF1A	1
HOXC10	1
HOXC11	1
HOXC12	1
HOXC13	1
HOXC4	1
HOXC5	1
HOXC6	1
HOXC8	1
HPD	1
HSD17B6	1
HSP90B1	1
HSPB8	1
HVCN1	1
IFFO1	1
IFT81	1
IGF1	1
IGFBP6	1
IKZF4	1
IL22	1
IL23A	1
IL26	1
IL31	1
INHBC	1
INHBE	1
IPO8	1
IQCD	1
IQSEC3	1
IRAK3	1
IRAK4	1
ITFG2	1
ITGA5	1
ITGB7	1
ITPR2	1
KCNA5	1
KCNC2	1
KCNH3	1
KCNJ8	1
KCNMB4	1
KCTD10	1
KDM2B	1
KDM5A	1
KERA	1
KIAA1033	1
KIAA1467	1
KIF21A	1
KIF5A	1
KITLG	1
KLHL42	1
KLRC1	1
KLRC3	1
KLRD1	1
KLRF1	1
KLRG1	1
KMT2D	1
KRAS	1
KRR1	1
KRT5	1
KRT79	1
KRT80	1
KRT81	1
KRT85	1
KRT86	1
KSR2	1
LALBA	1
LARP4	1
LDHB	1
LEMD3	1
LETMD1;LETMD1	1
LGR5	1
LHX5	1
LIMA1	1
LMBR1L	1
LMNTD1	1
LOH12CR1	1
LPAR5	1
LPCAT3	1
LRIG3	1
LRP1	1
LRP6	1
LRRC10	1
LRRIQ1	1
LRTM2	1
LTA4H	1
LTBR	1
LUM	1
LYZ	1
M6PR	1
MAGOHB	1
MANSC1	1
MANSC4	1
MAP1LC3B2	1
MAP3K12	1
MAPKAPK5	1
9-Mar	1
MARS	1
MBD6	1
MCRS1	1
MDM2	1
MED13L	1
METAP2	1
METTL21B	1
METTL7A	1
METTL7B	1
MFAP5	1
MFSD5	1
MGAT4C	1
MGP	1
MGST1	1
MIP	1
MLEC	1
MLF2	1
MMP19	1
MORN3	1
MPHOSPH9	1
MRPL42	1
MRPL51	1
MRPS35	1
MSI1	1
MSRB3	1
MTERF2	1
MUCL1	1
MVK	1
MYF5	1
MYF6	1
MYL2	1
MYL6	1
MYL6B	1
MYO1A	1
NAA25	1
NANOGNB	1
NAV3	1
NCKAP5L	1
NCOR2	1
NDUFA12	1
NDUFA4L2	1
NDUFA9	1
NECAP1	1
NEDD1	1
NELL2	1
NEUROD4	1
NFE2	1
NINJ2	1
NOC4L	1
NOP2	1
NPFF	1
NR1H4	1
NR2C1	1
NR4A1	1
NRIP2	1
NT5DC3	1
NTF3	1
NTS	1
NUAK1	1
NUDT4	1
NUP107	1
NUP37	1
OAS1	1
OAS2	1
OASL	1
OGFOD2	1
OLR1	1
OR10A7	1
OR10AD1	1
OR6C1	1
OR6C2	1
OR6C3	1
OR6C4	1
OR6C6	1
OR6C65	1
OR6C68	1
OR6C74	1
OR6C75	1
OR6C76	1
OR9K2	1
ORMDL2	1
OS9	1
OSBPL8	1
OTOGL	1
P2RX2	1
P2RX2;P2RX2	1
PAH	1
PAN2	1
PARP11	1
PARPBP	1
PAWR	1
PCED1B	1
PDE1B	1
PDE6H	1
PDZRN4	1
PEBP1	1
PEX5	1
PFDN5	1
PFKM	1
PGAM5	1
PHC1	1
PIANP	1
PIP4K2C	1
PITPNM2	1
PIWIL1	1
PLBD2	1
PLCZ1	1
PLEKHA5	1
PLEKHG6	1
PLXNC1	1
PMEL	1
POC1B	1
POC1B-GALNT4	1
POLE	1
POLR3B	1
POP5	1
POU6F1	1
PPFIA2	1
PPFIBP1	1
PPHLN1	1
PPM1H	1
PPP1R12A	1
PPP1R1A	1
PRB4	1
PRDM4	1
PRICKLE1	1
PRIM1	1
PRKAB1	1
PRKAG1	1
PRPF40B	1
PRPH	1
PTHLH	1
PTPN6	1
PTPRO	1
PTPRQ	1
PTPRR	1
PUS1	1
PUS7L	1
PWP1	1
PXMP2	1
PXN	1
PYROXD1	1
R3HDM2	1
RAB21	1
RAB35	1
RAB3IP	1
RACGAP1	1
RAD51AP1	1
RAD52	1
RAD9B	1
RAPGEF3	1
RARG	1
RASAL1	1
RASSF3	1
RASSF8	1
RASSF9	1
RBM19	1
RBMS2	1
RDH16	1
RDH5	1
RECQL	1
REP15	1
RERG	1
RERGL	1
RFC5	1
RFX4	1
RHNO1	1
RIC8B	1
RILPL1	1
RILPL2	1
RIMBP2	1
RIMKLB	1
RITA1	1
RND1	1
RNF10	1
RNF34	1
RNF41	1
RNFT2	1
RPAP3	1
RPH3A	1
RSRC2	1
SARNP	1
SCARB1	1
SCN8A	1
SCNN1A	1
SDR9C7	1
SDS	1
SDSL	1
SELPLG	1
SENP1	1
SETD1B	1
SETD8	1
SFSWAP	1
SHMT2	1
SIRT4	1
SLC11A2	1
SLC15A4	1
SLC17A8	1
SLC2A13	1
SLC2A14	1
SLC2A3	1
SLC35E3	1
SLC38A2	1
SLC38A4	1
SLC39A5	1
SLC41A2	1
SLC4A8	1
SLC5A8	1
SLC6A13	1
SLC6A15	1
SLC8B1	1
SLCO1A2	1
SLCO1B1	1
SMAGP	1
SMARCC2	1
SMARCD1	1
SMCO2	1
SMCO3	1
SMUG1	1
SNRNP35	1
SOAT2	1
SOCS2	1
SOX5	1
SP1	1
SP7	1
SPATS2	1
SPPL3	1
SPRYD4	1
SPSB2	1
SPX	1
SRGAP1	1
SRRM4	1
SRSF9	1
SSH1	1
SSPN	1
ST8SIA1	1
STAC3	1
STAT6	1
STRAP	1
STYK1	1
SUOX	1
SVOP	1
SYCP3	1
SYT1	1
SYT10	1
TAC3	1
TARBP2	1
TAS2R10	1
TAS2R14	1
TAS2R30	1
TAS2R31	1
TAS2R46	1
TAS2R50	1
TAS2R7	1
TAS2R8	1
TAS2R9	1
TBC1D15	1
TBC1D30	1
TBK1	1
TBX3	1
TBX5	1
TCHP	1
TCP11L2	1
TCTN1	1
TCTN2	1
TDG	1
TEAD4	1
TENC1	1
TESC	1
THAP2	1
TM7SF3	1
TMBIM6	1
TMCC3	1
TMED2	1
TMEM106C	1
TMEM117	1
TMEM119	1
TMEM132B	1
TMEM132D	1
TMEM19	1
TMEM194A	1
TMEM233	1
TMEM263	1
TMEM5	1
TMEM52B	1
TMPO	1
TMTC1	1
TMTC2	1
TMTC3	1
TNFRSF1A	1
TPCN1	1
TPH2	1
TPI1	1
TRAFD1	1
TRHDE	1
TRIAP1	1
TROAP	1
TRPV4	1
TSFM	1
TSPAN11	1
TSPAN19	1
TSPAN31	1
TSPAN9	1
TULP3	1
TULP3;TULP3	1
UNC119B	1
UNG	1
USP15	1
USP30	1
USP5	1
UTP20	1
VPS33A	1
VPS37B	1
WBP11	1
WIF1	1
WNT1	1
WNT10B	1
WNT5B	1
WSB2	1
XPOT	1
XRCC6BP1	1
YAF2	1
YARS2	1
YBX3	1
ZBTB39	1
ZC3H10	1
ZCCHC8	1
ZCRB1	1
ZDHHC17	1
ZFC3H1	1
ZNF10	1
ZNF140	1
ZNF26	1
ZNF384	1
ZNF385A	1
ZNF605	1
ZNF664	1
ZNF740	1
ZNF84	1
ABCC4	1
ABHD13	1
ADPRHL1	1
AKAP11	1
ALG11	1
ALG5	1
ALOX5AP	1
AMER2	1
ANKRD10	1
ARGLU1	1
ARHGEF7	1
ATP11AUN	1
ATP12A	1
ATP4B	1
ATP8A2	1
B3GALTL	1
BIVM,BIVM-ERCC5	1
BORA	1
C1QTNF9B,C1QTNF9B-AS1	1
CAB39L	1
CARKD	1
CARS2	1
CCDC122	1
CCDC169	1
CCDC169-SOHLH2,SOHLH2	1
CCDC70	1
CCNA1	1
CDADC1	1
CDC16	1
CENPJ	1
CHAMP1	1
CKAP2	1
CLDN10	1
CLN5	1
COMMD6	1
CRYL1	1
CUL4A	1
CYSLTR2	1
DACH1	1
DCLK1	1
DCT	1
DCUN1D2	1
DGKH	1
DHRS12	1
DIAPH3	1
DLEU7	1
DNAJC15	1
DNAJC3	1
DOCK9	1
EBPL	1
EDNRB	1
EFNB2	1
ENOX1	1
ERCC5	1
ESD	1
EXOSC8	1
F10	1
F7	1
FAM124A	1
FAM155A	1
FAM216B	1
FARP1	1
FGF14	1
FLT1	1
FNDC3A	1
FOXO1	1
FRY	1
GAS6	1
GGACT	1
GJA3	1
GJB2	1
GJB6	1
GPALPP1	1
GPC5	1
GPC6	1
GPR12	1
GPR18	1
GPR180	1
GPR183	1
GRK1	1
GRTP1	1
GTF2F2	1
HS6ST3	1
HSPH1	1
HTR2A	1
IFT88	1
IL17D	1
ING1	1
ING1;ING1	1
INTS6	1
IPO5	1
IRS2	1
ITGBL1	1
ITM2B	1
KATNAL1	1
KBTBD6	1
KCNRG	1
KCTD4	1
KLF12	1
KLF5	1
KLHL1	1
KPNA3	1
LAMP1	1
LATS2	1
LCP1	1
LECT1	1
LMO7	1
LPAR6	1
LRCH1	1
MAB21L1	1
MCF2L	1
MED4	1
MEDAG	1
METTL21C	1
MICU2	1
MLNR	1
MPHOSPH8	1
MRPL57	1
MTIF3	1
MTMR6	1
MTRF1	1
MYCBP2	1
N4BP2L1	1
N6AMT2	1
NAA16	1
NALCN	1
NALCN;NALCN-AS1	1
NBEA	1
NEK3	1
NEK5	1
NHLRC3	1
NUDT15	1
NUFIP1	1
OLFM4	1
OXGR1	1
PABPC3	1
PAN3	1
PARP4	1
PCCA	1
PCDH17	1
PCDH20	1
PCDH9	1
PCID2	1
PDS5B	1
PHF11	1
PIBF1	1
POLR1D	1
POMP	1
POSTN	1
POU4F1	1
PROSER1	1
PROZ	1
RAB20	1
RASA3	1
RASL11A	1
RB1	1
RBM26	1
RCBTB2	1
RFC3	1
RFXAP	1
RNASEH2B	1
RNF219	1
RNF6	1
RXFP2	1
SERPINE3	1
SERTM1	1
SHISA2	1
SIAH3	1
SKA3	1
SLAIN1	1
SLC15A1	1
SLC25A15	1
SLC25A30	1
SLC46A3	1
SLC7A1	1
SLITRK1	1
SLITRK5	1
SLITRK6	1
SMAD9	1
SPATA13	1
SPG20	1
STK24	1
STOML3	1
SUCLA2	1
SUGT1	1
TBC1D4	1
TDRD3	1
TEX26	1
TEX29	1
TEX30	1
TFDP1	1
TGDS	1
THSD1	1
TM9SF2	1
TMEM255B	1
TNFRSF19	1
TNFSF11	1
TPP2	1
TPTE2	1
TRIM13	1
TRPC4	1
TSC22D1	1
TUBA3C	1
TUBGCP3	1
UBAC2	1
UCHL3	1
UPF3A	1
VPS36	1
WASF3	1
WBP4	1
WDFY2	1
XPO4	1
ZAR1L	1
ZDHHC20	1
ZIC5	1
ZMYM2	1
ABHD12B	1
ABHD4	1
ACOT2	1
ACOT4	1
ACOT6	1
ACTN1	1
ACTR10	1
ACYP1	1
ADAM20	1
ADAM21	1
ADCK1	1
ADCY4	1
ADSSL1	1
AHSA1	1
AJUBA	1
AKAP5	1
AKT1	1
ALDH6A1	1
AMN	1
ANG	1
ANGEL1	1
AP4S1	1
AP5M1	1
AREL1	1
ARG2	1
ARHGAP5	1
ARHGEF40	1
ASB2	1
ASPG	1
ATG14	1
ATL1	1
ATP6V1D	1
BAG5	1
BAZ1A	1
BCL11B	1
BCL2L2-PABPN1,PABPN1	1
BCL2L2,BCL2L2-PABPN1	1
BDKRB1	1
BDKRB2	1
BEGAIN	1
BRF1	1
BRMS1L	1
BTBD7	1
C14orf105	1
C14orf159	1
C14orf166	1
C14orf177	1
C14orf178	1
C14orf180	1
C14orf182	1
C14orf183	1
C14orf2	1
C14orf28	1
C14orf79	1
C14orf80	1
C14orf93	1
CATSPERB	1
CBLN3	1
CCDC88C	1
CCNB1IP1	1
CCNK	1
CDC42BPB	1
CDCA4	1
CDH24	1
CDKN3	1
CEBPE	1
CEP170B	1
CFL2	1
CGRRF1	1
CHGA	1
CHMP4A	1
CHURC1-FNTB,FNTB	1
CHURC1,CHURC1-FNTB	1
CIDEB	1
CIPC	1
CKB	1
CLEC14A	1
CLMN	1
CMA1	1
CMTM5	1
COX8C	1
CPNE6	1
CPSF2	1
CTAGE5	1
CTSG	1
CYP46A1	1
DAAM1	1
DCAF4	1
DCAF5	1
DDHD1	1
DDX24	1
DHRS1	1
DHRS2	1
DHRS4	1
DHRS7	1
DICER1	1
DLGAP5	1
DLK1	1
DLST	1
DPF3	1
DYNC1H1	1
EAPP	1
EDDM3A	1
EDDM3B	1
EFCAB11	1
EFS	1
EIF2B2	1
EIF2S1	1
EIF5	1
ELMSAN1	1
EMC9	1
EML5	1
ENTPD5	1
ERO1L	1
ESR2	1
ESRRB	1
EVL	1
EXD2	1
EXOC5	1
FAM177A1	1
FAM179B	1
FAM71D	1
FANCM	1
FBLN5	1
FBXO33	1
FCF1	1
FERMT2	1
FITM1	1
FKBP3	1
FLRT2	1
FOS	1
FOXN3	1
FRMD6	1
G2E3	1
GCH1	1
GEMIN2	1
GMPR2	1
GNG2	1
GPATCH2L	1
GPHN	1
GPR132	1
GPR135	1
GPR65	1
GPR68	1
GSKIP	1
GTF2A1	1
GZMB	1
GZMH	1
HAUS4	1
HEATR4	1
HECTD1	1
HHIPL1	1
HIF1A	1
HNRNPC	1
HSP90AA1	1
HSPA2	1
IFI27	1
IFI27L1	1
IFI27L2	1
IL25	1
INF2	1
INSM2	1
IRF2BPL	1
IRF9	1
ITPK1	1
JKAMP	1
JPH4	1
KCNK10	1
KCNK13	1
KHNYN	1
KIAA0247	1
KIAA0391	1
KIAA0586	1
KIF26A	1
KLC1	1
KLHDC1	1
KLHDC2	1
KLHL28	1
KTN1	1
L2HGDH	1
L3HYPDH	1
LRFN5	1
LRP10	1
LRRC74A	1
LTB4R	1
LTB4R2	1
LTBP2	1
MAP3K9	1
MAP4K5	1
MAPK1IP1L	1
MARK3	1
MAX	1
MBIP	1
MDGA2	1
MDP1,NEDD8-MDP1	1
MED6	1
METTL17	1
METTL3	1
MGAT2	1
MIA2	1
MIPOL1	1
MIS18BP1	1
MOAP1	1
MOK	1
MPP5	1
MRPL52	1
MTA1	1
MYH7	1
NDRG2	1
NDUFB1	1
NEMF	1
NFATC4	1
NFKBIA	1
NGB	1
NGDN	1
NKX2-8	1
NOP9	1
NOXRED1	1
NPAS3	1
NPC2	1
NRL	1
NRXN3	1
NUBPL	1
NUDT14	1
NUMB	1
OR11H4	1
OR4K1	1
OR4K13	1
OR4K14	1
OR4K15	1
OR4K17	1
OR4K2	1
OR4K5	1
OR4M1	1
OR4N5	1
OR5AU1	1
OSGEP	1
OTUB2	1
OTX2	1
PACS2	1
PARP2	1
PAX9	1
PCK2;PCK2	1
PCNX	1
PCNXL4	1
PELI2	1
PGF	1
PIGH	1
PLD4	1
PLEK2	1
PLEKHD1	1
PLEKHG3	1
PNMA1	1
PNN	1
PNP	1
POLE2	1
POMT2	1
PPM1A	1
PPP1R13B	1
PPP2R3C	1
PPP2R5C	1
PPP4R4	1
PRIMA1	1
PRKCH	1
PRKD1	1
PRMT5	1
PROX2	1
PRPF39	1
PSEN1	1
PSMA3	1
PSMA6	1
PSMB11	1
PSMB5	1
PSME1	1
PSME2	1
PTGDR	1
PTGER2	1
PTGR2	1
PYGL	1
